year,ACCESS1-0_rcp45_r1i1p1-days_tmin_blw,ACCESS1-0_rcp85_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp26_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp45_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp60_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp85_r1i1p1-days_tmin_blw,BNU-ESM_rcp45_r1i1p1-days_tmin_blw,BNU-ESM_rcp85_r1i1p1-days_tmin_blw,CanESM2_rcp26_r1i1p1-days_tmin_blw,CanESM2_rcp45_r1i1p1-days_tmin_blw,CanESM2_rcp85_r1i1p1-days_tmin_blw,CCSM4_rcp26_r1i1p1-days_tmin_blw,CCSM4_rcp45_r1i1p1-days_tmin_blw,CCSM4_rcp60_r1i1p1-days_tmin_blw,CCSM4_rcp85_r1i1p1-days_tmin_blw,CESM1-BGC_rcp45_r1i1p1-days_tmin_blw,CESM1-BGC_rcp85_r1i1p1-days_tmin_blw,CNRM-CM5_rcp45_r1i1p1-days_tmin_blw,CNRM-CM5_rcp85_r1i1p1-days_tmin_blw,CSIRO-Mk3-6-0_rcp26_r1i1p1-days_tmin_blw,CSIRO-Mk3-6-0_rcp45_r1i1p1-days_tmin_blw,CSIRO-Mk3-6-0_rcp85_r1i1p1-days_tmin_blw,GFDL-CM3_rcp26_r1i1p1-days_tmin_blw,GFDL-CM3_rcp60_r1i1p1-days_tmin_blw,GFDL-CM3_rcp85_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp26_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp45_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp60_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp85_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp26_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp45_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp60_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp85_r1i1p1-days_tmin_blw,inmcm4_rcp45_r1i1p1-days_tmin_blw,inmcm4_rcp85_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp26_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp45_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp60_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp85_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp26_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp45_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp60_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp85_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp26_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp45_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp60_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp85_r1i1p1-days_tmin_blw,MIROC-ESM_rcp26_r1i1p1-days_tmin_blw,MIROC-ESM_rcp45_r1i1p1-days_tmin_blw,MIROC-ESM_rcp60_r1i1p1-days_tmin_blw,MIROC-ESM_rcp85_r1i1p1-days_tmin_blw,MIROC5_rcp26_r1i1p1-days_tmin_blw,MIROC5_rcp45_r1i1p1-days_tmin_blw,MIROC5_rcp60_r1i1p1-days_tmin_blw,MIROC5_rcp85_r1i1p1-days_tmin_blw,MPI-ESM-LR_rcp26_r1i1p1-days_tmin_blw,MPI-ESM-LR_rcp45_r1i1p1-days_tmin_blw,MPI-ESM-LR_rcp85_r1i1p1-days_tmin_blw,MPI-ESM-MR_rcp26_r1i1p1-days_tmin_blw,MPI-ESM-MR_rcp45_r1i1p1-days_tmin_blw,MPI-ESM-MR_rcp85_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp26_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp45_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp60_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp85_r1i1p1-days_tmin_blw,NorESM1-M_rcp26_r1i1p1-days_tmin_blw,NorESM1-M_rcp45_r1i1p1-days_tmin_blw,NorESM1-M_rcp60_r1i1p1-days_tmin_blw,NorESM1-M_rcp85_r1i1p1-days_tmin_blw
2030,4.8505607,1.4870055,1.8495709,7.215938,2.9509072,4.0710063,0.14903533,2.079987,2.9267426,0.10790185,2.4177146,5.8099756,0.0,3.493187,1.8468226,0.20201105,0.9086086,3.956528,0.31736162,8.433147,2.950272,2.7209077,1.8611671,3.0245595,3.1615894,4.038249,0.30607796,1.3208159,2.2265797,2.3806152,1.3247567,1.5669131,3.5328588,9.448557,0.72019,9.183977,2.5710409,11.669831,4.6525884,4.9262266,0.788919,3.59393,0.10796318,1.5715913,0.36910564,2.4299707,0.33419392,0.2899628,2.2422159,1.3726084,0.51918626,0.016664708,1.4136926,3.048451,1.6898441,3.328849,8.143944,0.33580613,1.6168078,0.7471132,1.51331,4.404048,1.4555575,9.139076,14.232167,7.0575247,4.528329,5.052265,2.7380254
2031,3.5098963,3.7726655,1.3443093,0.16391283,6.7256827,4.699264,5.6576376,14.453635,3.3429887,3.3672934,1.208142,0.717411,2.944557,6.0287843,0.056297954,3.6049657,1.0643924,1.4550835,0.524681,5.0490494,0.09898733,0.7768951,1.2931845,4.501065,2.8013957,3.4654665,0.85092527,0.27191567,0.94125754,3.3366008,8.934323,6.103459,2.6642947,4.825854,5.536835,0.0836444,0.82143724,13.582544,1.6304712,1.3472015,0.33110625,6.8733406,0.9355375,0.4364987,1.0615342,0.8530751,0.056264475,0.0,1.8297821,2.8629036,0.33992606,2.20555,4.4637666,4.972715,1.5142587,3.0467894,1.4095982,1.804695,4.4771185,1.6145686,0.029289013,1.7622308,2.1015167,0.33753,9.969354,4.9691806,1.9222349,3.8323445,5.1206155
2032,0.79703045,2.1149306,2.9595778,1.2724758,9.652368,7.129666,0.8877634,3.3015292,0.5293895,0.10406692,1.2480301,0.5460456,6.2628603,1.4204875,0.50130874,0.5828215,0.19793256,2.0485377,0.04132662,2.5822148,4.1801257,3.9401793,1.2535642,1.1223042,1.1697185,0.53924626,3.3273168,9.217902,0.49186876,0.013487731,3.878736,1.8025575,0.67551476,7.875267,3.3147824,2.3257325,8.524015,5.2738776,1.8601693,5.6651173,1.6082957,0.69129235,1.6899799,0.16770078,0.6190074,5.1823564,1.3684086,0.04277674,0.30050853,3.659982,2.7976506,0.48098615,0.0,1.8836178,1.1949551,0.8104699,4.681457,0.46732792,0.63557476,9.81765,0.12818147,10.4024105,6.8642216,12.305484,14.643418,3.011665,7.402926,4.743745,0.32398272
2033,1.2914082,7.270663,1.040223,0.66575325,3.9587176,1.0448469,0.813405,1.014946,8.057391,2.1385498,2.154268,0.62071943,1.3297107,2.6004016,1.9705278,2.5374746,3.3134851,0.9273213,2.14208,0.0697522,6.047489,1.5040464,2.7018275,7.0697756,2.1266906,3.047696,3.829294,4.9469266,0.46855533,2.1638374,3.1313698,5.1143384,1.3903259,8.638776,4.7988405,0.5313904,1.8970755,4.1256204,1.3404397,0.115739405,0.23039885,5.9389267,0.8037812,0.06854565,0.43256968,0.17316595,0.04509029,3.501892,2.160125,0.76781404,3.100222,0.8441292,0.24897264,7.317182,0.026975462,0.5138858,9.328744,2.5234075,3.4393213,3.1511097,10.020373,1.9917005,4.689747,12.324396,2.4510949,5.2458253,5.677897,2.2692351,2.6367102
2034,4.412091,1.2797062,2.3602753,4.4249535,9.960643,3.8267145,0.30018342,8.0101795,3.9220042,3.085349,2.5165792,5.0662403,2.2376628,1.3449534,4.7332134,1.1839753,5.414235,4.366219,2.5957472,0.32999822,2.5271199,0.12073163,4.412763,0.65018934,2.2441533,2.5423148,0.9904937,2.4935732,0.8392951,6.416935,2.2821262,2.0965962,8.265316,4.1277013,4.4951797,0.099938124,0.7500578,9.934802,3.1956525,0.4345717,0.026975462,0.12774353,3.1938386,0.48175552,6.479926,0.013487731,1.240904,1.1976826,3.3363936,0.47101417,1.1962059,1.9409622,0.68775105,0.013487731,0.16864467,0.16380008,0.71443933,5.2105045,4.4485564,0.2330269,1.5820569,3.4133604,3.8405347,3.823004,4.8380194,1.2488521,2.7217422,2.073732,3.2140503
2035,7.800129,1.0317416,9.80839,1.1596749,1.4198571,0.5340359,1.2915573,1.3699521,1.4813782,2.8059053,2.6654656,0.013487731,11.210781,0.45437673,1.0540475,10.072792,6.815343,2.318761,1.7147148,0.88886917,3.8537376,4.6506233,1.2479166,2.8841903,1.0787553,7.240365,0.27497372,3.6022725,0.36293593,0.058578026,5.675057,1.9756128,5.9790664,6.062839,2.1996586,9.982192,0.52788854,6.2238736,4.841017,6.009009,2.5280426,9.480601,2.9556613,1.1383036,3.0341856,1.9240627,0.08873046,4.844321,1.8343823,1.2391151,0.3453086,0.5143276,0.10135476,0.7612765,0.0,2.7504525,1.1938226,3.8256164,2.167482,0.77284706,0.8826276,1.6387743,0.42072168,3.2701986,2.4515078,1.8415759,1.692547,4.179798,0.26088408
2036,0.013487731,2.1177871,0.5657479,0.91498953,2.000082,0.9784954,1.8520281,0.5106128,5.668557,1.7902439,0.26255286,0.029289013,1.4551939,5.9738007,0.11148328,2.2581725,3.2557502,2.20669,0.0836444,1.4385409,0.100309104,0.13231027,6.193919,4.832412,0.5595871,1.7897482,4.5807633,0.47369164,7.4659815,1.9992433,4.4836707,0.44976014,5.1895766,3.010126,7.3789277,6.5360374,0.27848345,1.8500623,10.079524,2.3306267,2.5594077,2.071117,3.8050752,0.5701837,0.8195313,4.3676114,3.0863962,0.20247,0.0,0.55964047,0.5089364,0.01580128,0.8899544,2.9490812,1.1939311,6.5198927,4.5829053,3.033134,2.0199845,1.6121789,1.1639202,2.396047,8.437798,1.9831256,0.9666737,7.2468557,1.6265217,5.8911905,6.068327
2037,1.6892366,0.54309267,6.8177915,2.1844287,8.840553,1.1932367,1.0035123,6.5068913,2.349588,0.86765033,2.9693537,8.952556,2.4951482,5.045135,6.664401,4.079161,2.9957454,0.74840283,4.8124533,0.9328797,2.198008,1.656458,3.7218957,5.5440125,0.20714854,2.7194805,0.40120333,9.304059,0.17740057,2.251002,3.7677846,2.9379237,1.8462616,9.780316,3.6619518,6.3099346,0.4160111,6.3453784,4.970084,0.3092594,4.2709317,0.975472,2.2381403,0.91475403,0.016664708,1.4080541,3.5405667,1.5845234,0.26758632,0.055218812,0.44007182,0.47913942,5.418894,6.4655247,1.5919325,4.7023826,6.811979,0.56567633,2.1544552,0.7879252,0.25863093,0.3600639,10.3436775,4.907747,9.059816,0.19820702,4.1955304,0.6784643,0.09259774
2038,21.750185,4.2244387,1.5921974,2.9111307,7.3155184,3.17754,0.17598565,1.5086855,0.6134022,0.16990042,0.35303724,0.8577193,0.3729729,0.9271384,1.1432137,0.7998551,2.5645468,4.19997,1.7123187,6.088813,0.29331398,4.737842,0.37502378,1.7847269,2.2940333,3.995208,1.2118201,0.63039684,2.3242228,8.808499,11.168899,3.7956855,2.585284,1.6599748,1.188095,7.268779,1.962802,6.4019947,1.5048792,4.319218,1.073592,7.518186,1.5460463,5.419648,0.10417639,0.38274133,0.22635815,0.9583714,0.32497695,1.384109,0.14650054,3.7320538,0.11755466,1.0043713,4.2643023,0.6152323,0.6326356,2.6075099,3.8633888,2.9851887,3.3036067,2.1410246,3.2744243,5.9689493,4.805894,2.2580807,0.3147262,5.387873,1.1372383
2039,13.587131,7.835541,1.0400516,5.9582872,0.8625791,4.808057,2.2691412,9.491234,2.6165485,2.2482712,0.13566948,1.3728664,2.6411138,6.9413333,0.15002064,0.2750072,0.32921946,0.11656935,0.19058037,2.5426166,1.4993912,1.4203907,3.6043327,2.1156125,4.3007374,2.9165206,3.686038,0.37588906,2.4573188,0.6938318,0.5133205,6.101523,0.09672767,8.819481,1.8000517,0.199184,2.7829056,1.7262763,6.1382146,4.371618,0.572279,2.1981568,1.797794,2.37004,1.1180923,0.48553056,0.06360373,0.029289013,0.9964014,1.4959159,0.50779253,0.0905792,4.8202415,4.227016,0.0,1.2325778,0.1122193,0.016664708,3.4627438,2.327952,0.13783601,7.439835,6.5728607,1.1766243,1.018481,6.268521,2.2893677,0.9322636,1.1554931
2040,2.8080716,1.0100509,3.130941,3.312761,0.13115184,2.9823236,0.0,4.9256277,0.68474805,0.056264475,1.2187876,3.654063,1.5831655,12.087213,0.8409629,3.9208634,0.72255003,3.9864354,4.424808,2.7449546,0.12304518,0.47254035,0.8488394,1.686798,0.22844867,2.8270156,0.31185588,0.5874562,1.1367154,0.026975462,1.2918785,1.1585745,5.9732804,3.3170445,3.7601478,0.029289013,0.9466009,2.1907473,6.4863415,0.4632359,1.7791926,7.578493,2.964103,0.9357224,4.6419096,1.4797928,0.31601813,1.3307298,3.7896464,1.08896,3.0846379,1.225407,1.6868415,0.26768476,0.83977264,0.42020443,2.9529402,1.8603264,7.4334116,4.840366,7.229908,3.2689521,2.9367044,8.692537,1.4548697,1.8988724,0.34780616,2.0562644,2.3408198
2041,1.1271791,2.4821088,3.8479676,1.7872071,7.4685135,3.6140952,2.291774,4.8734655,4.3278995,0.77052987,1.0269892,0.30073035,0.16784047,4.0315375,0.026975462,0.072065756,0.17323829,2.6223085,6.6956096,0.2029259,1.6216562,0.24197748,7.622168,6.1299124,3.090533,0.013487731,0.98196566,8.43843,0.03160256,4.929334,2.0149858,2.9565024,0.79551524,7.9378734,5.784805,7.7680416,1.3311013,1.9463623,2.4843903,1.2985328,4.3149557,4.7486787,2.924741,0.040463194,0.70335716,1.9131162,1.1812679,2.2622046,0.85153645,3.9839709,0.7768747,0.6251406,0.34790206,0.0,0.96166986,7.7489424,1.443009,0.14453012,1.8334626,0.86620766,0.9440656,0.80329627,0.013487731,10.454098,8.123459,6.879482,1.9448375,0.29935342,1.9869845
2042,15.104549,1.9965066,1.9102728,1.5053217,0.82889676,3.9160562,0.31188932,0.7160186,0.36688033,3.2901895,5.237395,0.26265904,1.2158967,3.3788936,4.192828,1.222646,0.22722156,4.2094464,1.2486179,3.8877966,2.6492887,0.09404787,3.7972667,3.3413942,1.2237419,3.121653,0.6122344,2.6887822,3.9098127,0.25324437,3.2394178,1.136369,4.747318,5.15173,3.6760666,3.7934883,5.2287455,3.9808505,3.8634489,4.6539903,6.924805,2.9283972,2.4484112,0.029289013,0.49981728,3.5888636,0.8914772,0.91722476,0.21118894,0.8651821,0.8985018,4.661688,0.05944145,0.8425201,0.5929236,0.4495897,2.7071812,1.143536,0.44527435,14.479553,0.3970989,7.033732,3.1083987,0.458583,3.0183508,4.9527645,3.49556,7.690055,0.10366832
2043,10.822774,1.0506313,0.058578026,5.473701,4.2380095,1.8474113,1.2872611,1.1003091,0.7458919,3.473991,0.9951333,10.09939,2.1345658,0.9591409,0.31682378,1.165927,2.298569,3.0971406,0.01580128,1.3020309,0.79744923,0.52748096,0.3653372,1.2764229,0.35876143,3.2757788,3.3881252,2.8492765,1.8027471,0.82379824,1.3658072,1.8791554,5.311559,2.0182295,0.29565775,0.12188675,0.3236061,5.0185404,4.124573,1.148815,1.3566488,0.54311436,0.026975462,0.8961613,1.691924,0.30730337,0.7832186,1.3692974,3.273463,1.7951065,0.49917507,0.029289013,0.04277674,2.313283,0.0,2.1854026,3.4752944,3.1775813,12.251193,4.710662,0.89979357,1.4848461,1.4208463,1.8778002,0.70520544,4.1961718,0.14181796,3.4957411,0.28805697
2044,4.2127366,1.7581434,5.499836,3.6948617,8.143328,3.8450832,1.0444798,12.414258,3.221258,1.0468969,0.22116724,4.9433136,0.5209448,1.0050178,4.9487395,3.43985,0.30549127,0.054355387,1.1176641,6.037353,0.98278165,8.082836,3.6680229,0.7831286,0.5024606,1.3573475,2.521287,1.655226,1.5605192,0.94194883,3.608356,0.1148425,4.350769,0.42498887,1.8868932,5.277883,2.5168397,1.1298035,0.24331786,2.495041,9.358124,0.8516736,0.22934194,0.2799707,1.6203014,1.6753211,0.013487731,0.7956206,5.3243833,4.3228617,1.9427165,0.18993565,1.0696642,0.0,2.222451,13.914364,2.8013878,4.6601443,2.4367416,0.19793256,1.3400993,8.524829,3.3294857,7.688652,0.05944145,0.3674285,5.874823,2.4848635,2.8812706
2045,0.30541745,1.022034,3.1010852,2.1551404,2.09659,1.8166254,1.018083,1.0556306,1.7837096,0.27303115,1.7566283,0.5987566,3.3475077,4.767413,0.60427636,0.0,0.013487731,0.04277674,1.190727,0.13471684,1.7954327,0.56117356,4.976228,0.99130833,2.3144155,3.7235188,0.6375869,2.673589,2.8356402,4.5068517,3.049774,0.838781,7.643055,4.5283465,5.8970585,0.35622746,3.127022,1.8803413,0.6327443,0.8270461,2.371267,0.77675897,4.4536786,0.0,0.38974708,0.0697522,0.7986151,0.3760105,0.6569721,1.3226234,1.2126925,0.20303537,2.2504094,0.07379261,0.0,0.0,0.44077688,0.22144827,7.5093703,4.591301,0.1332089,1.9437671,0.71281826,11.836725,0.013487731,9.667323,9.204199,3.3847785,8.1141815
2046,7.5897045,3.214678,1.8540565,6.7871537,9.547624,5.1326904,3.7933178,0.94233435,3.894737,0.0,0.5721805,2.2451336,1.1299546,8.931587,1.2249551,0.25444618,7.0757065,2.2298903,2.0973587,1.6021369,0.08873046,2.1584697,0.18889987,3.8913648,3.0115552,9.166892,1.6090957,1.0664785,2.1817338,9.676139,2.7463932,3.281715,0.11107882,2.8871279,2.2404776,4.997016,4.6997957,2.1768463,4.3314877,4.9067774,1.4574903,10.203856,4.7743716,2.0384998,0.49276018,0.3056822,0.013487731,3.1944163,0.42065775,0.5078403,3.5473,4.490347,0.01580128,0.7395035,4.438378,4.513592,1.2658694,5.432338,9.237115,3.057944,0.93097967,0.5628451,1.3852746,2.1003761,3.6381407,1.0921423,0.0,2.1898987,0.44795182
2047,8.908427,0.7350995,4.9008756,5.160369,3.0357914,3.3332646,5.2960343,0.9539349,5.265575,0.75484663,4.490142,1.2713422,0.7099124,2.3313515,1.4302698,3.8748567,0.4660535,0.97726405,2.6037185,0.46375853,1.0438862,1.065177,0.47871608,2.584973,1.2448133,3.7858715,1.2017947,0.6138365,1.4595872,10.162587,2.8307827,2.415011,0.28562564,6.25916,1.2316092,2.0664191,3.9653995,2.0747375,3.3261058,0.98630244,2.6413157,3.455764,2.025351,0.04364017,0.013487731,3.6196046,1.6984593,0.072065756,0.09869809,0.25925288,3.2658126,0.082194276,2.5846784,2.243497,1.6534135,1.3982645,6.5618124,2.4132364,0.45619494,1.367632,2.0852337,3.4260604,0.09672767,19.291058,4.6830854,4.7785687,3.5012808,2.167161,2.812793
2048,0.48063448,0.23401222,7.820939,3.8596127,0.41500798,1.4550798,5.801137,7.5145,1.8114179,0.3289235,1.5424416,1.8979017,1.5604888,7.83905,4.227026,0.6469951,0.89071214,1.2684402,0.5470681,1.001019,0.19777165,0.072065756,3.8916712,1.8951819,1.2582392,0.0,2.547162,5.0628777,1.1968604,1.4200484,2.9491856,1.912774,4.7567124,2.5791247,3.7233956,5.7997036,2.1883347,3.1116552,3.4634101,2.0592916,5.5235953,3.3888004,1.9422686,2.1205916,0.13739634,2.2086947,1.7915422,2.0987477,0.53284883,2.5686936,0.056297954,0.7822424,0.6479466,0.0710201,0.01580128,0.01580128,1.7024791,0.2377381,1.8795347,4.8483167,1.0592259,5.049971,0.9603795,3.3777273,2.9009938,4.7642837,0.29932114,1.5133116,4.1743097
2049,0.79878736,0.6609163,4.8242617,12.862474,0.741671,2.1884532,3.4304557,1.3650109,1.7885574,0.01580128,0.27208593,3.950931,1.2124488,5.1105447,0.47105202,0.5252018,0.8599741,1.4111124,0.14463958,2.1774068,0.17334189,3.8946562,1.2809002,4.2852845,1.7997332,0.2672258,0.84216815,2.3533769,0.01580128,1.7741833,5.0683904,1.3231694,3.5665116,3.4849494,8.03107,1.726234,3.6559396,6.086721,1.7051203,0.013487731,3.2278395,1.3160595,4.9819994,3.8369508,0.7595071,3.979144,0.5299089,1.1842049,0.14915721,0.17624214,0.6534414,1.1258309,2.1674557,0.1832864,0.0,7.4153757,0.8135696,1.0000248,1.1118003,0.21641363,11.577618,2.9275167,8.799165,4.1668134,2.8907661,0.95131165,2.3880458,2.2391548,0.4700659
2050,7.992707,1.2165741,4.777116,1.5406252,5.6080356,0.90971756,2.46591,2.213636,0.5525728,1.3974828,0.07524273,3.8666265,1.0770352,0.07292918,0.21180831,2.3488085,0.058578026,0.5461443,4.9533253,1.5898484,2.234368,0.01580128,2.6067152,2.8940804,6.9946675,1.9786791,0.507661,3.136219,0.102218196,8.487764,8.727757,0.48815253,0.35751516,7.7628455,2.979337,6.511748,3.6647708,5.2013125,0.09990464,1.1489327,0.0,2.2798235,2.4780123,0.49888477,0.0,0.96819806,0.097868145,4.438132,1.8762398,1.4307134,0.0,0.08595795,0.14453012,0.44469553,0.013487731,2.5157273,5.6241827,5.649049,1.6485204,1.545406,3.924467,6.256656,0.9670996,2.0807917,0.34879896,4.570694,0.14413151,0.603787,0.15998827
2051,9.226529,2.6876738,0.9541112,1.352188,0.94596547,1.7325711,4.1376424,2.1412573,1.6841954,2.4810894,0.30323502,1.1544424,1.3270724,1.2292247,0.66273606,1.9834383,0.9304392,2.5710914,0.06990018,1.1938038,0.83544993,0.053950924,1.4890481,5.394166,0.9404576,1.7679638,2.9130335,1.421186,0.12084109,2.7815685,3.9683661,4.804574,0.28082937,3.9647284,4.4000134,5.1337295,0.996002,2.8645766,4.758158,6.4093976,2.4762573,2.9593954,1.111542,0.04509029,2.5399354,1.5889217,1.0,0.76348233,0.41397125,1.6533756,0.032465987,2.8360908,1.7136229,0.36838675,0.23465385,9.475097,4.25924,3.1287913,0.0,0.45990807,0.027838888,8.00391,6.872466,15.046987,8.769832,3.324519,6.430294,5.646479,3.312156
2052,3.3305688,1.0828608,1.746463,0.9762022,3.1001196,2.1850736,1.0340492,0.07292918,2.5492656,0.8883701,0.092745714,0.04277674,0.16044086,2.2421076,3.7712731,0.013487731,6.60453,0.33550775,0.029289013,4.884896,0.029289013,1.0335243,0.19248773,1.7739587,1.3378826,0.47306192,1.1164165,0.056264475,0.029289013,1.7912959,2.0250273,3.577722,3.639168,4.163246,5.6106467,4.1132326,0.6053725,1.7959217,3.8800254,3.3025515,0.76613295,7.621996,1.3634725,0.01580128,0.5346135,1.2206979,0.042924713,2.0040429,0.64664567,2.9693508,0.030152438,0.8122505,0.35231796,1.0874449,2.0524628,2.843068,12.661933,3.4311464,3.3904102,3.903641,0.0,4.818836,0.04277674,2.9367588,3.065638,7.399978,5.13714,6.0913677,0.17145756
2053,3.0782175,4.140886,0.017528133,5.2299075,4.865206,0.2757433,1.5481237,1.1559407,0.90090966,1.5469311,0.18771133,1.2758414,1.8276823,3.0120504,0.1334654,1.0326322,3.9080896,1.273987,3.7869856,8.865162,0.19312257,0.20190158,2.411163,1.3430429,1.3666288,0.880015,1.0966862,0.0,2.3110769,1.6265291,0.2229833,2.828351,0.38756764,6.1144986,1.1238983,4.283836,3.7208226,2.121496,2.60987,1.9867821,0.17958765,0.23975664,4.666036,2.528304,0.013487731,3.103399,0.04277674,0.072065756,3.031105,0.3149234,0.71834826,1.2836145,0.14579801,0.0,0.5188226,5.0602193,1.4839275,1.3222897,1.1915978,2.2223132,0.10638048,0.87134296,8.685806,2.11102,5.3348846,5.7005267,1.3217425,4.233668,3.7918634
2054,4.0815544,1.489469,3.7745938,2.443355,1.7014506,0.6204412,4.078494,0.06870654,1.3995646,2.0706995,0.1667948,5.0953665,2.8836787,0.029289013,0.0,3.507317,0.04595372,1.2227415,0.013487731,2.6118143,4.772262,0.1523342,7.7167068,1.7295172,1.9221821,1.4287554,3.4499981,0.5737951,3.783621,1.8511682,4.969848,0.5652194,0.6291097,5.028536,2.6556082,2.8801315,5.6582923,4.145544,4.9130874,1.853445,0.0,5.2018113,4.0592337,3.9192808,0.88574874,1.5066525,0.2866957,0.5831769,0.04277674,1.705439,4.442857,0.8468981,0.026975462,0.13240412,0.13700862,4.2326775,1.3009695,4.2661757,1.8274444,2.4600983,3.8923414,5.1564093,8.634416,1.1354725,0.17392859,3.308691,0.6352898,3.6353176,0.59031457
2055,4.946711,1.7624722,6.896013,5.93849,1.1270887,1.2510418,3.9869084,3.7035537,1.5626892,0.04277674,0.029289013,5.1398635,1.6922427,0.1148425,1.4141648,0.27974415,0.72907066,0.95103484,0.05944145,0.013487731,0.0,1.6419172,1.8446416,1.1802154,2.1618993,0.35148796,0.21261391,4.0225897,0.05481435,2.5335987,2.1131196,0.7619875,1.4204211,6.2185407,5.2115865,0.056264475,2.6773074,3.444029,3.1527479,0.6147478,3.182711,2.2799275,1.3298769,0.5024771,0.7698278,1.1323831,0.013487731,0.5557109,4.7016134,0.40658236,0.0136357015,3.2175498,0.01580128,0.23673135,0.14684367,4.824935,0.013487731,2.7085881,4.5609145,3.9562843,1.6903514,0.95213544,4.344408,0.2878038,4.8209324,5.568515,4.6601753,1.8320107,0.026975462
2056,0.61408603,1.3537493,5.778459,4.134608,3.0514235,8.8212595,2.9665897,1.7467737,2.8422804,0.6730313,1.6254152,1.9099282,2.949302,1.4475827,0.11755466,0.6859146,3.211157,2.8547366,0.2396472,2.3526857,1.7953851,0.26098767,1.5485499,1.971649,1.1667333,2.7876704,0.34479088,2.0218716,0.41635916,4.009367,1.3829871,1.624802,1.3690336,1.7471521,1.6828902,10.410802,1.1576121,0.8841135,0.8810136,0.8333419,1.8730702,4.6622105,0.0,0.6124835,3.3576522,0.992488,0.59071094,0.27709296,1.3324966,1.6114304,0.04277674,1.1008533,0.48750576,2.6393962,1.9702011,0.18640918,2.4870403,2.6474411,0.053950924,2.7014503,2.4909945,2.5863667,0.12688011,12.325842,0.0,3.4719477,1.8717499,2.2721865,0.058578026
2057,1.8459905,0.39524266,6.23657,2.1805053,3.2655587,3.2935696,0.13798304,0.851338,1.8762736,2.1354642,0.26899073,0.87845886,2.10657,7.7924232,0.48589814,1.8053218,1.1140755,2.304857,0.53968614,0.7192644,9.107869,0.20935589,0.3271597,2.7097855,0.0,2.256437,3.0569935,3.8534172,2.8170288,0.057991326,0.2890092,0.26712534,1.8094258,4.508916,3.5084708,1.8060061,1.565126,2.8453324,3.5182908,2.533944,0.8328792,2.8171735,2.8396623,0.44708842,0.66096646,0.04277674,0.016664708,2.901964,1.6710024,0.08450782,1.5028095,1.7595522,0.9444737,5.9243164,0.013487731,0.25938007,0.43683162,0.09366993,1.165577,3.3986332,1.3163439,3.914946,0.1523342,3.4368708,3.0354085,2.0593634,0.7174644,2.1382692,2.485217
2058,3.3502622,0.23650722,6.1942015,0.62126637,0.7955679,1.6834967,1.2202181,1.3384429,0.36893252,0.027986858,2.3213708,3.4377177,1.2319496,0.4656705,0.029289013,1.6133939,1.3529698,2.980441,0.013487731,0.7814823,0.29229525,0.3885493,3.1269586,2.1045673,0.07061563,4.1508446,0.09672767,10.187664,1.4444766,1.3338244,0.3186642,1.7917433,4.6325803,4.762093,0.41115126,3.1689208,1.0905428,0.7638862,1.2644904,5.9399586,6.6691694,2.2401645,3.242715,0.4532507,0.4510328,0.59680533,3.3968716,0.2284152,0.12814799,0.14478755,0.21012749,2.0124352,1.0458413,6.4734507,3.322147,4.7035236,0.8715184,1.8888236,5.724855,0.026975462,1.6554501,4.3246274,4.450111,4.8903766,2.2813098,1.3186867,11.596703,15.349702,2.7367978
